Activity ID,Activity Name,WBS Code,Start,Finish,Activity % Complete
NB100250,Receive & set Hall 3 Critical power modules Module 3E5,26.33.H3.UPS,2025-11-15,2026-02-27,0
NB100251,Install & terminate Hall 3 Critical power modules Module 3E5,26.33.H3.UPS,2026-02-22,2026-06-05,0
NB100252,Test & energize Hall 3 Critical power modules Module 3E5,26.33.H3.UPS,2026-01-16,2026-05-13,0
NB100253,Receive & set Hall 3 Critical power modules Module 3F6,26.33.H3.UPS,2025-11-01,2025-12-20,23
NB100254,Install & terminate Hall 3 Critical power modules Module 3F6,26.33.H3.UPS,2026-04-04,2026-06-21,5
NB100255,Test & energize Hall 3 Critical power modules Module 3F6,26.33.H3.UPS,2025-11-12,2025-12-31,16
NB100256,Receive & set Hall 3 Power track Run 3-01,26.25.H3.BUS,2025-12-12,2026-01-04,34
NB100257,Install & terminate Hall 3 Power track Run 3-01,26.25.H3.BUS,2025-10-26,2026-02-23,0
NB100258,Test & energize Hall 3 Power track Run 3-01,26.25.H3.BUS,2025-11-03,2026-01-28,4
NB100259,Receive & set Hall 3 Power track Run 3-02,26.25.H3.BUS,2025-12-25,2026-01-27,0
NB100260,,26.25.H3.BUS,2025-10-26,2025-12-16,0
NB100261,Test & energize Hall 3 Power track Run 3-02,26.25.H3.BUS,2025-10-14,2025-12-23,10
NB100262,Receive & set Hall 3 Power track Run 3-03,26.25.H3.BUS,2025-10-23,2025-12-04,19
NB100263,Install & terminate Hall 3 Power track Run 3-03,26.25.H3.BUS,2026-01-15,2026-02-20,0
NB100264,Test & energize Hall 3 Power track Run 3-03,26.25.H3.BUS,2026-01-26,2026-05-30,0
NB100265,Receive & set Hall 3 Power track Run 3-04,26.25.H3.BUS,2025-11-05,2026-02-20,0
NB100266,Install & terminate Hall 3 Power track Run 3-04,26.25.H3.BUS,2026-03-03,2026-06-30,0
NB100267,Test & energize Hall 3 Power track Run 3-04,26.25.H3.BUS,2025-12-23,2026-03-16,0
NB100268,Receive & set Hall 3 Power track Run 3-05,26.25.H3.BUS,2026-02-27,2026-06-17,0
NB100269,Install & terminate Hall 3 Power track Run 3-05,26.25.H3.BUS,2026-01-17,2026-05-22,0
NB100270,Test & energize Hall 3 Power track Run 3-05,26.25.H3.BUS,2025-10-31,2026-01-10,8
NB100271,Set Hall 3 Computer Room Air Handler Unit 3-01,23.81.H3.CRAH,2026-01-04,2026-02-27,0
NB100272,Install & connect Hall 3 Computer Room Air Handler Unit 3-01,23.81.H3.CRAH,2026-02-27,2026-03-24,63
NB100273,Flush & commission Hall 3 Computer Room Air Handler Unit 3-01,23.81.H3.CRAH,2025-11-06,2026-04-02,0
NB100274,Set Hall 3 Computer Room Air Handler Unit 3-02,23.81.H3.CRAH,2025-10-16,2026-02-04,0
NB100275,Install & connect Hall 3 Computer Room Air Handler Unit 3-02,23.81.H3.CRAH,2026-01-19,2026-02-12,78
NB100276,Flush & commission Hall 3 Computer Room Air Handler Unit 3-02,23.81.H3.CRAH,2025-10-06,2026-02-25,0
NB100277,Set Hall 3 Computer Room Air Handler Unit 3-03,23.81.H3.CRAH,2026-04-10,2026-06-23,7
NB100278,Install & connect Hall 3 Computer Room Air Handler Unit 3-03,23.81.H3.CRAH,2026-01-23,2026-03-16,0
NB100279,Flush & commission Hall 3 Computer Room Air Handler Unit 3-03,23.81.H3.CRAH,2026-02-03,2026-04-21,0
NB100280,Set Hall 3 Computer Room Air Handler Unit 3-04,23.81.H3.CRAH,2026-04-13,2026-07-30,0
NB100281,Install & connect Hall 3 Computer Room Air Handler Unit 3-04,23.81.H3.CRAH,2026-02-10,2026-05-04,5
NB100282,Flush & commission Hall 3 Computer Room Air Handler Unit 3-04,23.81.H3.CRAH,2026-02-16,2026-06-18,0
NB100283,Set Hall 3 Computer Room Air Handler Unit 3-05,23.81.H3.CRAH,2026-01-03,2026-03-07,30
NB100284,Install & connect Hall 3 Computer Room Air Handler Unit 3-05,23.81.H3.CRAH,2026-04-05,2026-06-14,24
NB100285,Flush & commission Hlal 3 Computer Room Air Handler Unit 3-05,23.81.H3.CRAH,2026-02-07,2026-05-30,0
NB100286,Set Hall 3 Computer Room Air Handler Unit 3-06,23.81.H3.CRAH,2025-10-03,2025-11-30,28
NB100287,Install & connect Hall 3 Computer Room Air Handler Unit 3-06,23.81.H3.CRAH,2026-03-31,2026-06-28,1
NB100288,Flush & commission Hall 3 Computer Room Air Handler Unit 3-06,23.81.H3.CRAH,2026-02-20,2026-06-29,0
NB100289,Set Hall 3 Computer Room Air Handler Unit 3-07,23.81.H3.CRAH,2025-11-25,2026-04-04,0
NB100290,Install & connect Hall 3 Computer Room Air Handler Unit 3-07,23.81.H3.CRAH,2025-11-13,2026-01-29,0
NB100291,Flush & commission Hall 3 Computer Room Air Handler Unit 3-07,23.81.H3.CRAH,2026-01-13,2026-03-02,46
NB100292,Set Hall 3 Computer Room Air Handler Unit 3-08,23.81.H3.CRAH,2025-11-19,2026-01-06,21
NB100293,Install & connect Hall 3 Computer Room Air Handler Unit 3-08,23.81.H3.CRAH,2025-12-12,2026-01-10,0
NB100294,Flush & commission Hall 3 Computer Room Air Handler Unit 3-08,23.81.H3.CRAH,2025-12-28,2026-03-18,5
NB100295,Set Hall 3 Process cooling water Loop 3A,23.21.H3.CHW,2025-10-21,2026-01-09,0
NB100296,Install & connect Hall 3 Process cooling water Loop 3A,23.21.H3.CHW,2025-10-25,2026-02-05,0
NB100297,Flush & commission Hall 3 Process cooling water Loop 3A,23.21.H3.CHW,2025-11-22,2026-04-05,0
NB100298,Set Hall 3 Process cooling water Loop 3B,23.21.H3.CHW,2026-01-06,2026-05-01,0
NB100299,,23.21.H3.CHW,2026-02-24,2026-06-18,0
NB100300,Flush & commission Hall 3 Process cooling water Loop 3B,23.21.H3.CHW,2026-01-02,2026-04-16,0.0
NB100301,Install panels Hall 3 BMS Panel DDC-301,25.10.H3.BMS,2025-10-16,2025-11-21,0
NB100302,Program Hall 3 BMS Panel DDC-301,25.10.H3.BMS,2026-01-04,2026-05-15,0
NB100303,Integrated test Hall 3 BMS Panel DDC-301,25.10.H3.BMS,2025-10-13,2026-01-30,0
NB100304,Install panels Hall 3 BMS Panel DDC-302,25.10.H3.BMS,2026-03-03,2026-04-02,0
NB100305,Program Hall 3 BMS Panel DDC-302,25.10.H3.BMS,2026-02-04,2026-05-26,0.0
NB100306,Integrated test Hall 3 BMS Panel DDC-302,25.10.H3.BMS,2026-01-09,2026-04-11,1
NB100307,Install panels Hall 3 BMS Panel DDC-303,25.10.H3.BMS,2025-10-02,2026-01-09,0
NB100308,Program Hall 3 BMS Panel DDC-303,25.10.H3.BMS,2025-10-19,2026-02-13,0
NB100309,Integrated test Hall 3 BMS Panel DDC-303,25.10.H3.BMS,2026-03-21,2026-04-25,0
NB100310,Install panels Hall 3 BMS Panel DDC-304,25.10.H3.BMS,2026-03-21,2026-06-05,0
NB100311,Program Hall 3 BMS Panel DDC-304,25.10.H3.BMS,2025-11-19,2026-03-09,0
NB100312,Integrated test Hall 3 BMS Panel DDC-304,25.10.H3.BMS,2025-10-29,2025-12-10,0
NB100313,Install panels Hall 3 BMS Panel DDC-305,25.10.H3.BMS,2026-04-11,2026-06-20,23
NB100314,Program Hall 3 BMS Panel DDC-305,25.10.H3.BMS,2026-02-14,2026-03-09,0
NB100315,Integrated test Hall 3 BMS Panel DDC-305,25.10.H3.BMS,2026-03-25,2026-08-02,0
NB100316,Install panels Hall 3 BMS Panel DDC-306,25.10.H3.BMS,2026-01-18,2026-03-02,33
NB100317,Program Hall 3 BMS Panel DDC-306,25.10.H3.BMS,2026-04-06,2026-06-05,14
NB100318,Integrated test Hall 3 BMS Panel DDC-306,25.10.H3.BMS,2026-01-29,2026-03-31,26
NB100319,Install panels Hall 3 BMS Panel DDC-307,25.10.H3.BMS,2026-02-16,2026-04-25,15
NB100320,Program Hall 3 BMS Panel DDC-307,25.10.H3.BMS,2025-10-19,2026-02-01,0
NB100321,Integrated test Hall 3 BMS Panel DDC-307,25.10.H3.BMS,2025-10-19,2026-02-27,0
NB100322,Install panels Hall 3 PQ meters Meter set 301,25.30.H3.EPMS,2026-03-19,2026-08-11,0
NB100323,Program Hall 3 PQ meters Meter set 301,25.30.H3.EPMS,2026-04-17,2026-07-21,0
NB100324,Integrated test Hall 3 PQ meters Meter set 301,25.30.H3.EPMS,2025-12-28,2026-01-29,0.286
NB100325,Install panels Hall 3 PQ meters Meter set 302,25.30.H3.EPMS,2026-03-05,2026-06-25,0
NB100326,Program Hall 3 PQ meters Meter set 302,25.30.H3.EPMS,2025-12-23,2026-03-25,0
NB100327,Integrated test Hall 3 PQ meters Meter set 302,25.30.H3.EPMS,2025-12-09,2026-04-27,0
NB100328,Install panels Hall 3 PQ meters Meter set 303,25.30.H3.EPMS,2025-11-29,2025-12-24,74
NB100329,Program Hall 3 PQ meters Meter set 303,25.30.H3.EPMS,2026-03-29,2026-04-18,26
NB100330,,25.30.H3.EPMS,2026-03-05,2026-05-14,13
NB100331,Install panels Hall 3 PQ meters Meter set 304,25.30.H3.EPMS,2025-10-20,2026-02-22,0
NB100332,Program Hall 3 PQ meters Meter set 304,25.30.H3.EPMS,2026-04-06,2026-08-01,0
NB100333,Integrated test Hall 3 PQ meters Meter set 304,25.30.H3.EPMS,2025-11-13,2026-01-14,13
NB100334,Install panels Hall 3 PQ meters Meter set 305,25.30.H3.EPMS,2026-03-07,2026-05-04,0
NB100335,Program Hall 3 PQ meters Meter set 305,25.30.H3.EPMS,2026-03-03,2026-07-26,0
NB100336,Integrated test Hall 3 PQ meters Meter set 305,25.30.H3.EPMS,2025-10-17,2026-02-28,0
NB100337,Project management LOE,01.00.H0.GEN,2025-09-01,2025-12-30,0
NB100338,Site logistics LOE,01.00.H0.GEN,2025-09-01,2025-10-04,22
NB100339,Temporary power (construction),01.00.H0.GEN,2025-09-01,2025-11-26,0.044
NB100340,Hall 1 MV Energization,,2026-07-13,2026-07-13,0
NB100341,Hall 2 MV Energization,,2026-07-13,2026-07-13,37
NB100342,Hall 3 MV Energization,,2026-07-13,2026-07-13,0.0
