Activity ID,Activity Name,WBS Code,Start,Finish,Activity % Complete
NB100237,Test & energize Hall 3 Switch Gear Lineup 3C,DC-1.H3.E.SWG,2025-10-24,2026-03-13,0
NB100238,Receive & set Hall 3 Critical power modules Module 3A1,DC-1.H3.E.UPS,2025-12-23,2026-03-28,0.0
NB100239,Install & terminate Hall 3 Critical power modules Module 3A1,DC-1.H3.E.UPS,2025-12-16,2026-03-15,0
NB100240,Test & energize Hall 3 Critical power modules Module 3A1,DC-1.H3.E.UPS,2025-10-24,2026-01-07,0
NB100241,Receive & set Hall 3 Critical power modules Module 3B2,DC-1.H3.E.UPS,2026-03-09,2026-06-17,55
NB100242,Install & terminate Hall 3 Critical power modules Module 3B2,DC-1.H3.E.UPS,2026-02-10,2026-04-04,0
NB100243,Test & energize Hall 3 Critical power modules Module 3B2,DC-1.H3.E.UPS,2026-03-10,2026-07-25,0
NB111670,Receive & set Hall 3 Critical power modules Module 3C3,DC-1.H3.E.UPS,2026-01-23,2026-05-11,18
NB100245,Install & terminate Hall 3 Critical power modules Module 3C3,DC-1.H3.E.UPS,2025-11-05,2026-03-02,18
NB100246,Test & energize Hall 3 Critical power modules Module 3C3,DC-1.H3.E.UPS,2025-10-06,2026-01-03,51
NB100247,Receive & set Hall 3 Critical power modules Module 3D4,DC-1.H3.E.UPS,2026-03-08,2026-06-05,0
NB100248,Install & terminate Hall 3 Critical power modules Module 3D4,DC-1.H3.E.UPS,2026-03-12,2026-04-11,45
NB100249,Test & energize Hall 3 Critical power modules Module 3D4,DC-1.H3.E.UPS,2025-10-08,2025-12-19,61
NB100250,Receive & set Hall 3 Critical power modules Module 3E5,DC-1.H3.E.UPS,2025-11-15,2026-02-27,0.0
NB100251,Install & terminate Hall 3 Critical power modules Module 3E5,DC-1.H3.E.UPS,2026-02-22,2026-06-05,0
NB100252,Test & energize Hall 3 Critical power modules Module 3E5,DC-1.H3.E.UPS,2026-01-16,2026-05-13,0.0
NB100253,Receive & set Hall 3 Critical power modules Module 3F6,DC-1.H3.E.UPS,2025-11-01,2025-12-20,47
NB111655,Install & terminate Hall 3 Critical power modules Module 3F6,DC-1.H3.E.UPS,2026-04-04,2026-06-21,22
NB100255,Test & energize Hall 3 Critical power modules Module 3F6,DC-1.H3.E.UPS,2025-11-12,2025-12-31,33
NB100256,Receive & set Hall 3 Power track Run 3-01,DC-1.H3.E.BUS,2025-12-12,2026-01-04,57
NB100257,Install & terminate Hall 3 Power track Run 3-01,DC-1.H3.E.BUS,2025-10-26,2026-02-23,0
NB100258,Test & energize Hall 3 Power track Run 3-01,DC-1.H3.E.BUS,2025-11-03,2026-01-28,28
NB100259,Receive & set Hall 3 Power track Run 3-02,DC-1.H3.E.BUS,2025-12-25,2026-01-27,0
NB100260,Install & terminate Hall 3 Power track Run 3-02,DC-1.H3.E.BUS,2025-10-26,2025-12-16,0
NB100261,Install & terminate Hall 3 Power track Run 3-02,DC-1.H3.E.BUS,2025-10-14,2025-12-23,31
NB111671,Receive & set Hall 3 Power track Run 3-03,DC-1.H3.E.BUS,2025-10-23,2025-12-04,38
NB100263,Install & terminate Hall 3 Power track Run 3-03,DC-1.H3.E.BUS,2026-01-15,2026-02-20,0
NB100264,Test & energize Hall 3 Power track Run 3-03,DC-1.H3.E.BUS,2026-01-26,2026-05-30,14
NB100265,Receive & set Hall 3 Power track Run 3-04,DC-1.H3.E.BUS,2025-11-05,2026-02-20,0
NB100266,Install & terminate Hall 3 Power track Run 3-04,DC-1.H3.E.BUS,2026-03-03,2026-06-30,0
NB100267,Test & energize Hall 3 Power track Run 3-04,DC-1.H3.E.BUS,2025-12-23,2026-03-16,0
NB100268,Receive & set Hall 3 Power track Run 3-05,DC-1.H3.E.BUS,2026-02-27,2026-06-17,43
NB100269,Install & terminate Hall 3 Power track Run 3-05,DC-1.H3.E.BUS,2026-01-17,2026-05-22,0
NB100270,Test & energize Hall 3 Power track Run 3-05,DC-1.H3.E.BUS,2025-10-31,2026-01-10,26
NB100271,Set Hall 3 Computer Room Air Handler Unit 3-01,DC-1.H3.M.CRAH,2026-01-04,2026-02-27,0
NB100272,Install & connect Hall 3 Computer Room Air Handler Unit 3-01,DC-1.H3.M.CRAH,2026-02-27,2026-03-24,100
NB100273,Flush & commission Hall 3 Computer Room Air Handler Unit 3-01,DC-1.H3.M.CRAH,2025-11-06,2026-04-02,0
NB100274,Set Hall 3 Computer Room Air Handler Unit 3-02,DC-1.H3.M.CRAH,2025-10-16,2026-02-04,16
NB100275,Install & connect Hall 3 Computer Room Air Handler Unit 3-02,DC-1.H3.M.CRAH,2026-01-19,2026-02-12,100
NB100276,Flush & commission Hall 3 Computer Room Air Handler Unit 3-02,DC-1.H3.M.CRAH,2025-10-06,2026-02-25,0
NB100277,Set Hall 3 Computer Room Air Handler Unit 3-03,DC-1.H3.M.CRAH,2026-04-10,2026-06-23,26
NB100278,Install & connect Hall 3 Computer Room Air Handler Unit 3-03,DC-1.H3.M.CRAH,2026-01-23,2026-03-16,0
NB100279,Flush & commissino Hall 3 Computer Room Air Handler Unit 3-03,DC-1.H3.M.CRAH,2026-02-03,2026-04-21,0
NB111656,Set Hall 3 Computer Room Air Handler Unit 3-04,DC-1.H3.M.CRAH,2026-04-13,2026-07-30,0.0
NB100281,Install & connect Hall 3 Computer Room Air Handler Unit 3-04,DC-1.H3.M.CRAH,2026-02-10,2026-05-04,0.297
NB100282,Flush & commission Hall 3 Computer Room Air Handler Unit 3-04,DC-1.H3.M.CRAH,2026-02-16,2026-06-18,0
NB100283,Set Hall 3 Computer Room Air Handler Unit 3-05,DC-1.H3.M.CRAH,2026-01-03,2026-03-07,79
NB100284,Install & connect Hall 3 Computer Room Air Handler Unit 3-05,DC-1.H3.M.CRAH,2026-04-05,2026-06-14,77
NB100285,Flush & commission Hall 3 Computer Room Air Handler Unit 3-05,DC-1.H3.M.CRAH,2026-02-07,2026-05-30,28
NB100286,Set Hall 3 Computer Room Air Handler Unit 3-06,DC-1.H3.M.CRAH,2025-10-03,2025-11-30,65
NB100287,Install & connect Hall 3 Computer Room Air Handler Unit 3-06,DC-1.H3.M.CRAH,2026-03-31,2026-06-28,19
NB100288,Flush & commission Hall 3 Computer Room Air Handler Unit 3-06,DC-1.H3.M.CRAH,2026-02-20,2026-06-29,0
NB100289,Set Hall 3 Computer Room Air Handler Unit 3-07,DC-1.H3.M.CRAH,2025-11-25,2026-04-04,4
NB100290,Install & connect Hall 3 Computer Room Air Handler Unit 3-07,DC-1.H3.M.CRAH,2025-11-13,2026-01-29,0
NB111672,Flush & commission Hall 3 Computer Room Air Handler Unit 3-07,DC-1.H3.M.CRAH,2026-01-13,2026-03-02,97
NB100292,Set Hall 3 Computer Room Air Handler Unit 3-08,DC-1.H3.M.CRAH,2025-11-19,2026-01-06,43
NB111657,Install & connect Hall 3 Computer Room Air Handler Unit 3-08,DC-1.H3.M.CRAH,2025-12-12,2026-01-10,0
NB100294,Flush & commission Hall 3 Computer Room Air Handler Unit 3-08,DC-1.H3.M.CRAH,2025-12-28,2026-03-18,24
NB100295,Set Hall 3 Process cooling water Loop 3A,DC-1.H3.M.CHW,2025-10-21,2026-01-09,0.0
NB100296,Install & connect Hall 3 Process cooling water Loop 3A,DC-1.H3.M.CHW,2025-10-25,2026-02-05,29
NB100297,Flush & commission Hall 3 Process cooling water Loop 3A,DC-1.H3.M.CHW,2025-11-22,2026-04-05,0
NB100298,Set Hall 3 Process cooling water Loop 3B,DC-1.H3.M.CHW,2026-01-06,2026-05-01,22
NB100299,Install & connect Hall 3 Process cooling water Loop 3B,DC-1.H3.M.CHW,2026-02-24,2026-06-18,0
NB100300,Flush & commission Hall 3 Process cooling water Loop 3B,DC-1.H3.M.CHW,2026-01-02,2026-04-16,30
NB100301,Install panels Hall 3 BMS Panel DDC-301,DC-1.H3.C.BMS,2025-10-16,2025-11-21,0
NB100302,Program Hall 3 BMS Panel DDC-301,DC-1.H3.C.BMS,2026-01-04,2026-05-15,12
NB100303,Integrated test Hall 3 BMS Panel DDC-301,DC-1.H3.C.BMS,2025-10-13,2026-01-30,0
NB111673,Install panels Hall 3 BMS Panel DDC-302,DC-1.H3.C.BMS,2026-03-03,2026-04-02,0
NB100305,Program Hall 3 BMS Panel DDC-302,DC-1.H3.C.BMS,2026-02-04,2026-05-26,0
NB111674,Integrated test Hall 3 BMS Panel DDC-302,DC-1.H3.C.BMS,2026-01-09,2026-04-11,41
NB100307,Install panels Hall 3 BMS Panel DDC-303,DC-1.H3.C.BMS,2025-10-02,2026-01-09,35
NB100308,Program Hall 3 BMS Panel DDC-303,DC-1.H3.C.BMS,2025-10-19,2026-02-13,0
NB100309,Integrated test Hall 3 BMS Panel DDC-303,DC-1.H3.C.BMS,2026-03-21,2026-04-25,0
NB100310,Install panels Hall 3 BMS Panel DDC-304,DC-1.H3.C.BMS,2026-03-21,2026-06-05,0
NB100311,Program Hall 3 BMS Panel DDC-304,DC-1.H3.C.BMS,2025-11-19,2026-03-09,11
NB100312,Integrated test Hall 3 BMS Panel DDC-304,DC-1.H3.C.BMS,2025-10-29,2025-12-10,0
NB100313,Install panels Hall 3 BMS Panel DDC-305,DC-1.H3.C.BMS,2026-04-11,2026-06-20,71
NB100314,Program Hall 3 BMS Panel DDC-305,DC-1.H3.C.BMS,2026-02-14,2026-03-09,0
NB100315,Integrated test Hall 3 BMS Panel DDC-305,DC-1.H3.C.BMS,2026-03-25,2026-08-02,0
NB111675,Install panels Hall 3 BMS Panel DDC-306,DC-1.H3.C.BMS,2026-01-18,2026-03-02,65
NB100317,Program Hall 3 BMS Panel DDC-306,DC-1.H3.C.BMS,2026-04-06,2026-06-05,34
NB100318,Integrated test Hall 3 BMS Panel DDC-306,DC-1.H3.C.BMS,2026-01-29,2026-03-31,67
NB100319,Install panels Hall 3 BMS Panel DDC-307,DC-1.H3.C.BMS,2026-02-16,2026-04-25,45
NB111658,Program Hall 3 BMS Panel DDC-307,DC-1.H3.C.BMS,2025-10-19,2026-02-01,0
NB100321,Integrated test Hall 3 BMS Panel DDC-307,DC-1.H3.C.BMS,2025-10-19,2026-02-27,8
NB100322,Install panels Hall 3 PQ meters Meter set 301,DC-1.H3.C.EPMS,2026-03-19,2026-08-11,0
NB100323,Program Hall 3 PQ meters Meter set 301,DC-1.H3.C.EPMS,2026-04-17,2026-07-21,0
NB100324,Integrated test Hall 3 PQ meters Meter set 301,DC-1.H3.C.EPMS,2025-12-28,2026-01-29,52
NB100325,Install panels Hall 3 PQ meters Meter set 302,DC-1.H3.C.EPMS,2026-03-05,2026-06-25,16
NB100326,Program Hall 3 PQ meters Meter set 302,DC-1.H3.C.EPMS,2025-12-23,2026-03-25,0.0
NB100327,Integrated test Hall 3 PQ meters Meter set 302,DC-1.H3.C.EPMS,2025-12-09,2026-04-27,4
NB100328,Install panels Hall 3 PQ meters Meter set 303,DC-1.H3.C.EPMS,2025-11-29,2025-12-24,100
NB100329,Program Hall 3 PQ meters Meter set 303,DC-1.H3.C.EPMS,2026-03-29,2026-04-18,44
NB100330,Integrated test Hall 3 PQ meters Meter set 303,DC-1.H3.C.EPMS,2026-03-05,2026-05-14,40
NB100331,Install panels Hall 3 PQ meters Meter set 304,DC-1.H3.C.EPMS,2025-10-20,2026-02-22,0
NB100332,Program Hall 3 PQ meters Meter set 304,DC-1.H3.C.EPMS,2026-04-06,2026-08-01,15
NB100333,Integrated test Hall 3 PQ meters Meter set 304,DC-1.H3.C.EPMS,2025-11-13,2026-01-14,34
NB111676,Install panels Hall 3 PQ meters Meter set 305,DC-1.H3.C.EPMS,2026-03-07,2026-05-04,0
NB100335,Program Hall 3 PQ meters Meter set 305,DC-1.H3.C.EPMS,2026-03-03,2026-07-26,0
NB100336,Integrated test Hall 3 PQ meters Meter set 305,DC-1.H3.C.EPMS,2025-10-17,2026-02-28,4
NB100337,Project management LOE,DC-1.H0.E.GEN,2025-09-01,2025-12-30,0
NB100338,Site logistics LOE,DC-1.H0.E.GEN,2025-09-01,2025-10-04,40
NB100339,Temporary power (construction),DC-1.H0.E.GEN,2025-09-01,2025-11-26,34
NB100340,Hall 1 MV Energization,,2026-07-13,2026-07-13,0
NB100341,Hall 2 MV Energization,,2026-07-13,2026-07-13,68
NB100342,Hall 3 MV Energization,,2026-07-13,2026-07-13,0
